"pnr","sex","birth_date","death_date","emigration_date"
"00755",0,1932-09-02,2000-01-06,
"00756",0,1944-02-07,2011-09-11,
"00757",0,1963-10-01,,
"00758",0,1968-03-31,,
"00759",0,1969-02-18,,
"00760",1,1958-08-05,2021-10-04,
"00761",1,1937-05-17,2003-09-06,
"00762",0,1960-11-17,,
"00763",0,1965-04-20,,
"00764",1,1954-10-08,,
"00765",0,1939-05-22,2015-06-05,
"00766",0,1940-06-02,2010-06-12,
"00767",0,1944-04-13,2018-12-03,
"00768",1,1963-06-04,,
"00769",0,1931-10-02,2006-10-16,
"00770",1,1930-08-22,2001-02-27,
"00771",0,1958-05-13,,
"00772",0,1950-09-03,,
"00773",1,1938-11-29,2003-08-17,
"00774",0,1940-07-25,2009-04-30,
"00775",0,1931-05-15,2003-02-17,
"00776",0,1937-09-28,2015-07-30,
"00777",0,1962-04-12,,
"00778",1,1954-08-22,2018-02-06,
"00779",1,1951-12-08,,
"00780",0,1937-05-14,2016-11-19,
"00781",1,1953-10-21,,
"00782",0,1930-07-27,2003-07-09,
"00783",0,1942-11-28,2019-01-04,
"00784",0,1940-11-04,2016-06-05,
"00785",0,1961-04-30,2022-09-30,
"00786",1,1965-12-02,,
"00787",0,1966-04-22,,
"00788",0,1969-07-28,,
"00789",0,1943-11-07,2012-09-19,
"00790",1,1938-06-15,2007-05-13,
"00791",0,1946-01-02,2019-04-29,
"00792",1,1945-04-29,2017-11-18,
"00793",0,1946-12-17,2021-12-30,
"00794",0,1963-07-08,,
"00795",1,1944-04-16,2009-07-01,
"00796",1,1956-01-22,2015-03-13,
"00797",1,1958-04-01,,
"00798",1,1930-05-08,2010-02-13,
"00799",0,1940-10-25,2015-07-10,
"00800",0,1956-05-03,2021-06-02,
"00801",0,1941-06-30,2011-10-27,
"00802",0,1943-08-16,2010-12-19,
"00803",1,1957-10-30,,
"00804",1,1963-08-12,,
"00805",0,1947-04-10,2015-07-08,
"00806",0,1931-01-18,2006-01-16,
"00807",1,1940-10-19,2011-11-08,
"00808",1,1940-01-21,2015-06-23,
"00809",0,1943-04-01,2014-01-14,
"00810",1,1946-05-13,2019-03-20,
"00811",1,1966-01-24,,
"00812",0,1966-08-29,,
"00813",1,1942-02-10,2014-04-20,
"00814",1,1949-04-15,2022-09-16,
"00815",0,1955-01-14,,2019-01-15
"00816",0,1933-02-07,2009-03-26,
"00817",1,1942-05-07,2007-11-23,
"00818",1,1947-09-30,2013-09-19,
"00819",1,1960-07-31,,
"00820",0,1960-02-08,,
"00821",1,1931-10-27,2001-09-17,
"00822",1,1956-07-21,,
"00823",1,1961-04-17,,
"00824",1,1943-12-18,2021-04-26,
"00825",1,1935-01-11,1995-12-24,
"00826",0,1948-10-09,2019-02-13,
"00827",1,1938-03-25,2010-04-19,
"00828",1,1930-02-12,2001-09-15,
"00829",0,1966-11-08,,
"00830",1,1946-10-03,2015-03-07,
"00831",0,1966-10-16,,
"00832",1,1945-03-14,2015-01-29,
"00833",0,1934-06-23,2000-12-03,
"00834",0,1968-01-24,,
"00835",0,1944-09-11,2012-04-26,
"00836",0,1968-06-08,,
"00837",1,1940-04-05,2007-07-31,
"00838",0,1967-08-11,,
"00839",0,1931-08-26,1998-08-12,
"00840",0,1933-07-12,2009-12-24,
"00841",1,1958-12-23,,
"00842",1,1967-08-21,,
"00843",0,1933-01-30,1999-07-10,
"00844",0,1960-09-15,,
"00845",1,1934-10-24,2012-06-17,
"00846",0,1959-07-18,,
"00847",1,1959-03-12,,
"00848",0,1958-01-04,,
"00849",1,1949-04-16,2021-08-05,
"00850",0,1934-07-21,2007-05-08,
"00851",0,1933-08-10,1997-11-01,
"00852",0,1950-08-28,,
"00853",0,1966-06-30,,
"00854",0,1934-11-26,2008-10-23,
"00855",1,1964-01-16,,
"00856",0,1964-07-01,,
"00857",0,1946-06-26,2018-05-29,
"00858",0,1969-08-06,,
"00859",0,1965-05-20,,
"00860",1,1963-09-12,,
"00861",0,1947-09-26,2016-07-30,
"00862",1,1941-08-22,2012-01-01,
"00863",0,1933-08-12,2004-02-20,
"00864",0,1947-04-27,2017-09-06,
"00865",0,1942-12-23,2022-08-20,
"00866",1,1953-06-28,,
"00867",1,1935-05-28,2009-04-15,
"00868",1,1959-08-28,,
"00869",1,1957-12-29,,
"00870",0,1964-10-21,,
"00871",1,1933-03-10,2001-01-28,
"00872",1,1968-12-09,,
"00873",1,1952-07-13,2020-01-18,
"00874",0,1958-02-20,,
"00875",1,1961-05-09,,
"00876",1,1969-06-19,,
"00877",0,1942-02-16,2021-08-26,
"00878",1,1950-07-12,2022-07-30,
"00879",1,1930-02-05,2003-04-15,
"00880",1,1932-06-23,1997-10-07,
"00881",0,1959-05-25,,
"00882",0,1965-06-05,,
"00883",0,1952-10-15,2018-02-28,
"00884",0,1943-11-22,2015-12-31,
"00885",0,1932-09-01,2003-12-27,
"00886",0,1953-06-19,,
"00887",0,1958-10-08,,
"00888",1,1953-03-15,,
"00889",0,1952-08-01,2017-07-18,
"00890",0,1968-07-04,,
"00891",0,1954-12-15,,
"00892",0,1936-12-31,2008-03-03,
"00893",0,1963-12-09,,
"00894",1,1946-12-01,2016-01-26,
"00895",1,1959-02-15,,
"00896",1,1953-07-28,2021-01-07,
"00897",1,1964-03-19,,
"00898",0,1956-04-02,,
"00899",0,1952-10-18,,
"00900",1,1934-05-21,2006-08-11,
"00901",0,1932-12-03,2015-11-21,
"00902",1,1967-12-26,,
"00903",1,1960-06-24,,
"00904",1,1960-03-14,,
"00905",0,1957-04-04,2021-02-24,
"00906",1,1948-12-13,2014-01-12,
"00907",1,1940-10-28,1998-03-14,
"00908",0,1939-02-12,2006-07-24,
"00909",1,1965-02-05,,
"00910",0,1961-04-24,,
"00911",0,1954-10-28,,
"00912",1,1955-12-25,,
"00913",1,1957-05-26,2020-02-28,
"00914",1,1935-09-10,2009-11-30,
"00915",1,1946-11-08,2017-08-27,
"00916",0,1932-08-06,2005-11-07,
"00917",0,1965-01-04,,
"00918",0,1968-01-23,,
"00919",0,1960-12-09,,
"00920",0,1945-05-21,2015-05-28,
"00921",0,1969-06-28,,
"00922",0,1946-03-10,,
"00923",0,1939-06-12,2012-08-06,
"00924",1,1941-06-09,2008-05-31,
"00925",0,1956-04-18,,2007-12-21
"00926",1,1943-06-08,2017-01-19,
"00927",0,1950-08-28,2021-12-21,
"00928",0,1931-07-01,1997-12-23,
"00929",1,1963-11-08,,
"00930",0,1952-08-28,,
"00931",1,1938-08-08,2010-12-19,
"00932",1,1950-04-24,2018-07-10,
"00933",0,1954-04-22,2022-08-21,
"00934",1,1958-09-19,,
"00935",0,1931-10-17,2009-11-02,
"00936",1,1936-05-20,2011-01-16,
"00937",0,1945-12-24,2019-02-11,
"00938",0,1966-03-26,,
"00939",0,1968-01-19,,
"00940",0,1940-08-30,2009-08-15,
"00941",0,1957-01-26,,
"00942",0,1936-07-18,2004-12-02,
"00943",0,1932-08-02,2004-03-30,
"00944",1,1940-04-12,2006-04-27,
"00945",1,1955-03-18,,
"00946",0,1933-09-14,2004-05-18,
"00947",0,1935-09-27,2006-02-13,
"00948",1,1969-12-27,,
"00949",1,1940-03-11,2007-06-07,
"00950",0,1936-03-09,1999-08-25,
"00951",0,1967-12-11,,
"00952",0,1934-11-27,2015-07-20,
"00953",0,1930-03-15,2001-09-15,
"00954",1,1931-08-27,1999-04-29,
"00955",0,1958-05-16,2021-02-09,
"00956",0,1965-02-17,,
"00957",0,1963-12-06,,
"00958",1,1937-01-27,2014-05-03,
"00959",1,1945-10-29,2018-01-27,
"00960",0,1949-02-07,,
"00961",1,1948-01-26,2016-07-05,
"00962",0,1956-04-01,,
"00963",1,1937-02-02,2003-06-11,
"00964",1,1962-07-08,,
"00965",1,1958-08-01,,
"00966",0,1952-06-30,2022-08-20,
"00967",1,1951-06-10,,
"00968",1,1963-11-28,,
"00969",0,1968-12-05,,
"00970",0,1938-07-17,2006-12-21,
"00971",1,1930-12-13,1995-06-30,
"00972",1,1959-09-16,,
"00973",0,1945-02-09,,
"00974",1,1964-07-11,,
"00975",1,1945-12-30,2015-10-28,
"00976",0,1935-10-20,2003-07-13,
"00977",1,1930-01-03,1996-05-28,
"00978",0,1963-04-01,,
"00979",1,1931-04-18,1999-08-08,
"00980",0,1952-06-10,,
"00981",1,1940-09-11,2013-05-13,
"00982",1,1948-09-20,2015-11-13,
"00983",1,1941-11-02,2014-04-03,
"00984",1,1954-12-28,2022-05-11,
"00985",0,1936-09-15,2008-10-03,
"00986",1,1952-08-29,,
"00987",0,1958-01-20,,
"00988",0,1944-01-01,2020-08-18,
"00989",1,1933-05-14,2003-03-20,
"00990",0,1938-04-28,2007-08-26,
"00991",1,1930-02-25,2000-02-15,
"00992",0,1938-06-15,2014-10-01,
"00993",1,1950-07-13,,
"00994",1,1936-10-03,2010-04-08,
"00995",0,1961-01-12,,
"00996",0,1938-12-29,2009-09-20,
"00997",1,1952-09-08,,
"00998",1,1955-12-28,2017-04-30,
"00999",1,1943-03-03,2009-04-15,
"01000",0,1966-10-31,,
"01001",0,1948-04-12,2021-10-29,
"01002",0,1968-09-24,,
"01003",0,1943-01-03,2021-04-17,
"01004",0,1964-05-28,,
"01005",0,1957-11-28,,
"01006",0,1961-07-22,,
"01007",1,1941-07-20,2004-04-11,
"01008",1,1956-01-08,,
"01009",0,1959-03-05,,
"01010",0,1939-10-15,2009-04-22,
"01011",0,1939-08-15,2012-05-24,
"01012",1,1957-03-14,2022-10-02,
"01013",1,1943-03-21,2009-05-14,
"01014",1,1939-09-10,2006-06-12,
"01015",0,1965-09-14,,
"01016",0,1947-01-29,2009-06-19,
"01017",0,1935-02-21,2010-06-20,
"01018",0,1966-09-09,,
"01019",0,1949-08-02,,
"01020",1,1953-03-12,,
"01021",0,1940-09-09,2021-11-11,
"01022",1,1940-03-04,2008-06-06,
"01023",0,1953-10-20,,
"01024",1,1959-02-02,,
"01025",0,1959-04-07,,
"01026",1,1938-05-24,2010-01-12,
"01027",0,1948-08-06,2017-11-28,
"01028",1,1932-10-13,2003-07-14,
"01029",0,1965-08-08,,
"01030",1,1958-03-23,,
"01031",0,1955-05-16,,
"01032",0,1937-09-08,2009-06-21,
"01033",0,1968-10-09,,
"01034",1,1934-04-16,2001-11-09,
"01035",1,1935-04-03,2011-03-18,
"01036",0,1960-09-17,,
"01037",0,1956-12-04,,
"01038",0,1959-07-27,,
"01039",0,1943-02-08,2015-03-12,
"01040",0,1945-10-28,2019-06-10,
"01041",0,1947-03-11,2008-08-15,
"01042",0,1958-05-19,,
"01043",0,1952-09-21,,
"01044",1,1944-03-19,2018-07-04,
"01045",0,1930-07-10,2008-06-18,
"01046",0,1964-12-03,,
"01047",0,1962-01-24,,
"01048",0,1931-11-29,2008-06-15,
"01049",1,1969-04-24,,
"01050",0,1951-11-12,2016-09-30,
"01051",0,1930-12-17,2001-08-29,
"01052",0,1967-11-02,,
"01053",1,1936-06-19,2002-10-30,
"01054",1,1935-09-02,2007-12-13,
"01055",1,1946-09-27,2005-10-09,
"01056",0,1943-07-23,2014-12-15,
"01057",1,1960-12-16,,
"01058",1,1934-09-04,2018-08-12,
"01059",0,1952-05-11,,
"01060",0,1952-02-21,2014-07-19,
"01061",1,1964-07-09,,
"01062",1,1942-06-23,2010-07-16,
"01063",0,1936-04-13,2012-03-29,
"01064",1,1944-05-29,2017-04-02,
"01065",0,1931-06-17,2001-01-25,
"01066",0,1949-07-04,2018-12-06,
"01067",0,1967-09-25,,
"01068",0,1931-09-18,2009-10-02,
"01069",1,1951-01-18,2014-06-28,
"01070",1,1967-12-03,,
"01071",0,1966-03-18,,
"01072",0,1962-09-12,,
"01073",0,1930-05-11,2006-06-16,
"01074",1,1951-11-04,,
"01075",0,1942-11-01,2013-10-11,
"01076",0,1963-04-08,,
"01077",0,1959-04-19,,
"01078",0,1965-01-24,,
"01079",0,1952-02-12,2018-12-10,
"01080",0,1958-01-18,2022-12-03,
"01081",0,1955-03-22,2019-01-18,
"01082",0,1934-10-04,2001-08-12,
"01083",0,1932-09-17,2003-04-25,
"01084",0,1938-08-25,2000-07-20,
"01085",1,1939-12-03,2016-10-31,
"01086",0,1963-08-04,,
"01087",0,1967-04-10,,
"01088",1,1951-06-03,,
"01089",0,1939-02-25,2009-12-16,
"01090",1,1952-09-05,,
"01091",0,1953-09-08,2021-04-18,
"01092",1,1936-02-18,2010-04-23,
"01093",0,1964-09-05,,
"01094",0,1954-06-14,,
"01095",1,1944-06-23,2009-08-02,
"01096",0,1947-07-01,,
"01097",0,1958-09-05,,
"01098",0,1953-08-11,,2011-10-24
"01099",1,1947-07-06,2022-02-28,
"01100",1,1952-02-18,2014-02-15,
"01101",0,1933-06-09,2001-09-15,
"01102",1,1944-06-16,2011-05-31,
"01103",1,1968-01-16,,
"01104",0,1937-06-28,2014-10-27,
"01105",0,1958-10-05,,
"01106",0,1930-09-08,2002-06-16,
"01107",0,1933-12-05,2002-09-05,
"01108",0,1930-12-03,2003-07-05,
"01109",1,1952-01-07,2016-10-02,
"01110",0,1941-03-09,2013-02-26,
"01111",1,1935-10-18,2003-11-28,
"01112",0,1962-03-13,,
"01113",1,1954-06-07,2018-05-25,
"01114",0,1951-03-15,2012-08-11,
"01115",0,1965-07-31,,2014-03-19
"01116",1,1936-12-19,2005-12-01,
"01117",1,1948-06-27,2015-08-25,
"01118",0,1960-01-28,,
"01119",0,1933-05-18,1999-10-16,
"01120",0,1955-09-10,,
"01121",1,1947-05-12,2018-08-30,
"01122",1,1958-12-10,,
"01123",0,1944-03-23,2014-05-24,
"01124",1,1963-05-10,,
"01125",0,1959-06-15,,
"01126",1,1951-03-13,2016-04-21,
"01127",1,1968-12-08,,
"01128",1,1946-12-23,2013-10-31,
"01129",1,1965-08-24,,
"01130",1,1947-09-13,2019-06-18,
"01131",0,1959-02-08,,
"01132",1,1962-06-13,,
"01133",1,1954-02-11,2022-09-23,
"01134",0,1948-02-23,2012-01-21,
"01135",1,1968-08-02,,
"01136",1,1950-12-13,2019-11-16,
"01137",0,1956-09-14,2022-11-07,
"01138",0,1961-05-21,,
"01139",0,1936-09-12,2006-09-02,
"01140",1,1952-02-10,,
"01141",0,1969-04-07,,
"01142",0,1957-01-21,,
"01143",1,1942-03-20,2006-11-12,
"01144",1,1946-01-08,2008-03-24,
"01145",1,1939-05-19,2011-09-27,
"01146",1,1934-09-21,2013-04-04,
"01147",1,1967-04-21,,
"01148",0,1953-06-11,,
"01149",0,1963-11-07,,
"01150",0,1962-07-17,,
"01151",0,1946-12-10,,
"01152",1,1960-02-13,,
"01153",0,1959-06-24,,
"01154",0,1946-10-09,,
"01155",1,1969-03-21,,
"01156",0,1954-02-10,,
"01157",1,1960-08-31,,
"01158",0,1941-07-04,2013-10-12,
"01159",1,1958-11-02,,
"01160",1,1969-11-28,,
"01161",1,1932-07-03,2008-03-29,
"01162",0,1938-08-18,2001-01-01,
"01163",0,1957-01-31,,
"01164",1,1960-05-03,,
"01165",1,1933-01-14,1995-07-18,
"01166",0,1936-09-23,2017-03-06,
"01167",0,1943-11-12,2017-09-24,
"01168",0,1967-03-18,,
"01169",0,1949-07-21,,
"01170",0,1956-05-20,2021-06-04,
"01171",1,1930-01-25,2000-07-12,
"01172",1,1936-12-27,2006-02-16,
"01173",0,1947-07-04,2018-11-04,
"01174",0,1942-11-16,2014-01-31,
"01175",0,1932-04-13,2007-12-20,
"01176",0,1969-01-14,,
"01177",0,1950-04-16,2016-08-17,
"01178",1,1953-09-28,,
"01179",0,1947-11-13,2016-06-14,
"01180",1,1949-02-13,2014-03-11,
"01181",1,1959-04-09,,
"01182",1,1956-06-30,,
"01183",1,1952-04-06,,
"01184",0,1964-03-22,,
"01185",1,1944-09-24,2020-07-11,
"01186",0,1960-02-26,,
"01187",0,1966-01-19,,
"01188",0,1963-01-27,,
"01189",1,1939-12-19,2007-02-14,
"01190",0,1936-07-18,2001-01-15,
"01191",0,1950-10-24,,
"01192",1,1954-06-28,,
"01193",0,1952-10-14,,
"01194",0,1953-08-07,2018-05-11,
"01195",1,1930-07-20,2001-03-11,
"01196",0,1951-03-13,2014-10-12,
"01197",0,1934-05-27,2005-10-11,
"01198",1,1960-10-09,,
"01199",0,1964-04-15,,
"01200",0,1935-08-23,2006-06-02,
"01201",0,1947-10-18,2022-04-14,
"01202",0,1969-05-21,,
"01203",0,1957-03-05,,
"01204",1,1930-08-14,2010-02-25,
"01205",0,1938-09-01,2017-06-19,
"01206",1,1964-07-31,,
"01207",0,1953-08-30,2020-08-25,
"01208",1,1949-12-28,2016-02-03,
"01209",1,1948-05-26,2008-12-07,
"01210",0,1930-03-12,2017-01-20,
"01211",1,1967-02-25,,
"01212",0,1954-09-28,,
"01213",1,1959-04-27,,
"01214",0,1944-07-13,2020-06-12,
"01215",0,1935-06-03,2003-11-09,
"01216",0,1931-04-18,2002-05-26,
"01217",0,1941-02-09,2014-02-26,
"01218",0,1930-03-13,2013-07-31,
"01219",0,1940-08-21,2007-02-13,
"01220",1,1940-03-16,2020-07-14,
"01221",0,1954-06-10,,
"01222",1,1943-10-15,2015-01-09,
"01223",0,1943-06-04,2016-07-21,
"01224",0,1951-06-29,2022-04-21,
"01225",0,1960-08-29,,
"01226",0,1954-11-21,,
"01227",0,1947-11-20,2022-04-20,
"01228",1,1945-11-19,2017-12-25,
"01229",0,1957-05-07,,
"01230",0,1936-12-02,2009-12-09,
"01231",0,1964-09-18,,
"01232",0,1968-05-02,,
"01233",0,1965-04-06,,
"01234",1,1934-07-04,2011-11-02,
"01235",1,1957-09-27,,
"01236",0,1938-08-10,2012-04-02,
"01237",0,1930-12-07,2002-08-25,
"01238",1,1951-05-18,2019-01-14,
"01239",1,1936-09-14,2006-12-28,
"01240",0,1949-07-19,2018-03-11,
"01241",0,1966-06-20,,
"01242",0,1938-09-19,2011-10-21,
"01243",0,1935-05-21,2001-05-24,
"01244",1,1969-03-31,,
"01245",0,1963-11-24,,
"01246",1,1955-12-05,,
"01247",0,1968-06-27,,
"01248",0,1947-10-03,2020-08-01,
"01249",1,1956-10-16,,
"01250",1,1951-03-19,,
"01251",0,1949-03-29,2007-02-05,
"01252",0,1947-12-16,2020-06-22,
"01253",0,1959-06-30,,
"01254",0,1938-10-22,2011-08-19,
"01255",0,1953-01-07,,
"01256",0,1964-08-09,,
"01257",0,1944-09-21,2018-04-25,
"01258",1,1967-08-21,,
"01259",1,1947-06-08,2011-05-06,
"01260",1,1958-10-06,,
"01261",1,1953-04-12,2020-03-22,
"01262",0,1939-04-30,2013-09-24,
"01263",1,1951-07-29,2019-09-27,
"01264",0,1968-02-15,,
"01265",0,1966-08-25,,
"01266",0,1942-12-30,2014-03-23,
"01267",0,1958-04-08,,
"01268",0,1956-12-07,,
"01269",0,1964-02-02,,
"01270",0,1934-10-08,2002-11-02,
"01271",0,1963-03-03,,
"01272",0,1945-04-28,2018-10-03,
"01273",1,1930-11-23,2000-09-24,
"01274",1,1946-06-10,2017-10-14,
"01275",1,1969-11-24,,
"01276",0,1935-08-02,2007-02-13,
"01277",0,1937-07-23,2006-04-20,
"01278",1,1930-12-31,2000-11-03,
"01279",0,1964-10-20,,
"01280",0,1946-11-04,,
"01281",0,1951-06-13,,
"01282",0,1958-07-20,,
"01283",0,1960-07-10,,
"01284",0,1957-10-21,2016-04-11,
"01285",0,1956-10-22,,
"01286",0,1966-07-29,,
"01287",0,1964-10-08,,
"01288",0,1960-07-01,,
"01289",0,1949-04-05,2021-02-06,
"01290",0,1946-11-06,2015-07-08,
"01291",0,1930-06-16,2004-09-06,
"01292",0,1931-06-29,2006-10-02,
"01293",0,1963-06-09,,
"01294",0,1948-01-30,2016-06-20,
"01295",0,1941-04-06,2010-12-09,
"01296",1,1943-02-08,2013-08-30,
"01297",0,1952-01-04,2011-01-11,
"01298",1,1951-06-09,,
"01299",0,1936-02-02,2010-03-31,
"01300",0,1943-03-14,2012-07-09,
"01301",0,1958-02-24,,
"01302",0,1933-12-06,2001-03-08,
"01303",0,1957-08-14,,
"01304",0,1961-11-09,,
"01305",0,1960-01-26,,
"01306",1,1941-06-27,2010-08-31,
"01307",1,1945-04-22,2011-12-03,
"01308",0,1944-11-20,2017-11-05,
"01309",1,1933-11-15,1997-02-02,
"01310",0,1949-05-09,2019-06-20,
"01311",1,1952-01-03,,
"01312",1,1957-10-07,,
"01313",1,1953-03-16,,
"01314",0,1945-04-26,,
"01315",0,1946-08-16,2019-06-16,
"01316",1,1932-09-13,2004-07-31,
"01317",1,1968-10-09,,
"01318",0,1961-01-13,,
"01319",0,1968-12-12,,
"01320",0,1946-07-03,2020-07-21,
"01321",0,1955-02-16,2022-09-01,
"01322",1,1968-11-26,,
"01323",1,1937-07-17,2005-11-18,
"01324",0,1968-11-11,,
"01325",0,1948-12-06,2013-03-30,
"01326",0,1951-05-19,,
"01327",0,1965-07-13,,
"01328",1,1942-12-03,2011-07-02,
"01329",1,1933-10-21,2008-02-18,
"01330",1,1957-11-27,,
"01331",1,1967-11-07,,
"01332",0,1962-03-04,,
"01333",0,1948-09-27,2008-01-20,
"01334",0,1937-08-02,2006-05-17,
"01335",1,1943-11-06,2013-08-01,
"01336",1,1953-03-21,,
"01337",0,1937-05-17,2006-05-20,
"01338",0,1946-02-20,2013-08-21,
"01339",0,1965-01-12,,
"01340",0,1930-04-24,2001-07-27,
"01341",0,1938-06-14,2016-05-07,
"01342",1,1953-11-01,2019-11-07,
"01343",0,1934-12-07,2004-06-29,
"01344",0,1952-02-15,2016-05-14,
"01345",0,1947-10-05,2021-03-05,
"01346",0,1942-11-09,2014-06-26,
"01347",1,1949-12-19,2021-12-21,
"01348",0,1941-05-30,2018-04-27,
"01349",1,1967-12-25,,
"01350",1,1969-12-19,,
"01351",0,1947-01-05,,
"01352",0,1964-04-28,,
"01353",0,1966-03-07,,
"01354",0,1967-04-12,,
"01355",0,1967-02-17,,
"01356",1,1962-05-28,,
"01357",1,1935-06-29,2004-08-01,
"01358",0,1938-07-20,2016-07-26,
"01359",0,1942-10-11,2018-11-14,
"01360",0,1936-04-18,2004-11-08,
"01361",0,1966-01-03,,
"01362",1,1933-03-06,1997-04-04,
"01363",1,1964-11-05,,
"01364",0,1949-03-31,2017-02-03,
"01365",1,1962-06-18,,
"01366",1,1954-08-02,,
"01367",0,1938-02-16,2009-10-07,
"01368",1,1940-03-20,2008-11-16,
"01369",0,1936-10-06,2003-02-24,
"01370",0,1955-06-04,2016-01-31,
"01371",0,1936-07-19,2006-08-01,
"01372",1,1940-11-24,2007-03-24,
"01373",0,1931-04-10,2000-01-07,
"01374",0,1956-03-11,,
"01375",1,1947-03-17,2020-11-12,
"01376",0,1936-11-04,2007-06-18,
"01377",1,1968-10-14,,
"01378",0,1965-11-18,,
"01379",0,1948-02-08,2022-03-11,
"01380",1,1965-07-15,,
"01381",1,1969-04-24,,
"01382",0,1960-06-24,,
"01383",0,1967-11-28,,
"01384",0,1936-12-24,2012-04-24,
"01385",1,1943-10-24,2019-05-29,
"01386",0,1966-03-08,,
"01387",0,1943-05-20,2009-02-06,
"01388",1,1931-12-25,2002-05-24,
"01389",0,1961-01-28,,
"01390",1,1952-10-19,2019-06-30,
"01391",0,1958-03-11,,
"01392",0,1965-05-02,,
"01393",0,1936-07-24,2003-08-03,
"01394",1,1961-01-04,,
"01395",1,1964-10-26,,
"01396",0,1949-06-26,,
"01397",0,1954-09-28,,
"01398",1,1968-01-05,,
"01399",0,1931-06-08,2003-01-19,
"01400",0,1943-07-19,2021-06-16,
"01401",0,1953-04-13,,
"01402",0,1950-01-15,2014-09-23,
"01403",1,1936-02-11,2010-04-17,
"01404",1,1964-06-15,,
"01405",0,1942-10-26,2012-04-15,
"01406",1,1931-11-15,2002-04-30,
"01407",0,1957-06-01,,
"01408",0,1951-08-30,,
"01409",0,1947-01-24,2011-08-09,
"01410",0,1964-03-13,,
"01411",0,1965-01-06,,
"01412",0,1941-07-24,2016-01-21,
"01413",0,1955-06-01,,
"01414",0,1962-05-20,,
"01415",1,1933-01-02,2004-07-11,
"01416",1,1931-09-11,1998-11-17,
"01417",1,1969-01-23,,
"01418",1,1955-12-10,,
"01419",0,1943-07-13,2016-11-25,
"01420",1,1946-01-25,2022-02-08,
"01421",0,1948-12-03,,
"01422",1,1932-09-29,2002-05-13,
"01423",0,1930-04-24,2015-11-02,
"01424",1,1947-01-07,2019-05-05,
"01425",1,1933-12-25,2003-08-14,
"01426",0,1939-10-07,2007-12-01,
"01427",0,1948-05-09,,1996-05-11
"01428",1,1963-12-10,,
"01429",1,1964-05-26,,
"01430",1,1937-09-03,2008-04-12,
"01431",0,1938-12-04,2012-01-03,
"01432",1,1944-01-26,2018-06-09,
"01433",0,1967-03-11,,
"01434",1,1943-10-13,2008-01-30,
"01435",0,1941-02-15,2020-08-26,
"01436",1,1931-06-15,1997-08-12,
"01437",0,1943-09-15,2017-07-27,
"01438",1,1952-05-08,,
"01439",0,1942-09-08,2014-07-22,
"01440",0,1937-12-22,2010-08-16,
"01441",1,1959-07-25,,
"01442",1,1965-02-15,,
"01443",0,1930-08-06,1999-11-06,
"01444",0,1955-02-04,,
"01445",0,1935-10-13,,2001-03-16
"01446",1,1955-06-01,,
"01447",1,1949-04-30,2016-06-07,
"01448",0,1948-02-04,2020-10-17,
"01449",0,1947-06-21,2022-06-07,
"01450",0,1959-05-12,,
"01451",0,1930-04-28,2008-10-04,
"01452",1,1934-03-29,1999-09-28,
"01453",0,1944-08-14,,
"01454",1,1957-10-07,,
"01455",1,1936-11-02,2004-10-30,
"01456",0,1965-06-19,,
"01457",0,1931-11-09,2003-02-02,
"01458",1,1947-11-13,2017-06-07,
"01459",1,1958-01-06,,
"01460",0,1952-01-22,2019-09-28,
"01461",0,1946-08-06,,
"01462",0,1962-09-24,,
"01463",1,1957-02-04,,
"01464",1,1931-04-08,1998-12-05,
"01465",0,1964-03-10,,
"01466",0,1936-04-30,2009-01-06,
"01467",0,1951-07-10,,
"01468",0,1948-06-03,,
"01469",1,1938-03-04,2006-02-28,
"01470",0,1964-12-04,,
"01471",0,1955-01-05,2021-10-08,
"01472",0,1960-07-04,,
"01473",0,1946-12-31,2013-07-28,
"01474",1,1955-04-11,2022-05-19,
"01475",1,1967-07-31,,
"01476",0,1963-07-21,,
"01477",1,1947-07-24,2014-11-22,
"01478",0,1934-03-15,2003-10-06,
"01479",1,1951-07-03,,
"01480",0,1958-08-01,,
"01481",0,1949-10-03,2013-09-03,
"01482",0,1962-03-15,,
"01483",0,1962-02-26,,
"01484",1,1956-06-06,,
"01485",0,1944-12-28,2019-07-04,
"01486",1,1940-12-29,2009-04-14,
"01487",1,1953-09-27,2015-09-07,
"01488",0,1934-08-10,2002-12-01,
"01489",1,1946-08-15,2011-07-18,
"01490",1,1930-01-04,2013-06-06,
"01491",0,1940-02-12,1998-12-29,
"01492",0,1961-03-11,,
"01493",1,1955-03-08,2014-07-10,
"01494",1,1931-01-14,1996-02-13,
"01495",1,1936-01-10,2005-06-14,
"01496",1,1966-05-29,,
"01497",1,1962-05-25,,
"01498",1,1941-07-02,2012-05-02,
"01499",0,1937-06-04,2009-07-29,
"01500",0,1942-04-14,2012-01-17,
"01501",0,1964-06-05,,
"01502",1,1945-10-16,2021-04-01,
"01503",1,1935-12-04,1996-08-21,
"01504",1,1961-08-04,,
"01505",1,1939-10-09,2011-10-11,
"01506",0,1944-02-01,2010-12-24,
"01507",1,1935-12-31,2002-04-25,
"01508",1,1964-12-14,,
"01509",0,1962-03-16,,
"01510",1,1945-04-30,2020-02-03,
"01511",1,1931-02-09,2000-06-15,
"01512",0,1967-10-28,,
"01513",1,1948-05-19,2019-06-08,
"01514",1,1953-04-24,,
"01515",0,1938-03-17,2016-02-06,
